module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Facile;2, 4, 8, 16, ?, 64;Quel terme manque ?;"[""35"", ""32"", ""33"", ""31""]";32;La règle est une multiplication par 2 à chaque étape. Le terme manquant est donc 32, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 16 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 2;true
psychotechnique;suites_logiques;Moyenne;G, K, ?, S, W, [;Quel terme manque ?;"[""N"", ""O"", ""P"", ""Q""]";O;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc O, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « K ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;1, ?, 9, 17, 26, 43;Quel terme manque ?;"[""7"", ""13"", ""9"", ""8""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 1 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;41, 36, 31, ?, 21, 16;Quel terme manque ?;"[""29"", ""27"", ""26"", ""25""]";26;La règle est une soustraction constante de 5. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 31 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;3, 6, 11, 18, 27, ?;Quel terme manque ?;"[""38"", ""40"", ""37"", ""39""]";38;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 38, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 27 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;78, 75, 72, 69, 66, ?;Quel terme manque ?;"[""64"", ""68"", ""63"", ""62""]";63;La règle est une soustraction constante de 3. Le terme manquant est donc 63, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 66 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;3, 5, ?, 12, 24, 26;Quel terme manque ?;"[""11"", ""10"", ""12"", ""9""]";10;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 5 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Facile;70, 67, ?, 61, 58, 55;Quel terme manque ?;"[""67"", ""64"", ""65"", ""63""]";64;La règle est une soustraction constante de 3. Le terme manquant est donc 64, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 67 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;5, 7, 11, ?, 25, 35;Quel terme manque ?;"[""16"", ""18"", ""17"", ""20""]";17;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Facile;83, 78, ?, 68, 63, 58;Quel terme manque ?;"[""75"", ""74"", ""73"", ""72""]";73;La règle est une soustraction constante de 5. Le terme manquant est donc 73, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 78 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;5, 7, ?, 16, 32, 34;Quel terme manque ?;"[""13"", ""15"", ""17"", ""14""]";14;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 14, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Facile;90, ?, 84, 81, 78, 75;Quel terme manque ?;"[""90"", ""87"", ""88"", ""86""]";87;La règle est une soustraction constante de 3. Le terme manquant est donc 87, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 90 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;4, ?, 19, 39, 79, 159;Quel terme manque ?;"[""8"", ""9"", ""10"", ""14""]";9;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 9, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 8, 9, ?, 26, 43;Quel terme manque ?;"[""19"", ""18"", ""16"", ""17""]";17;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;74, ?, 64, 59, 54, 49;Quel terme manque ?;"[""68"", ""74"", ""69"", ""70""]";69;La règle est une soustraction constante de 5. Le terme manquant est donc 69, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 74 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;H, J, L, N, P, ?;Quel terme manque ?;"[""T"", ""Q"", ""S"", ""R""]";R;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc R, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « P ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;3, 8, ?, 19, 30, 49;Quel terme manque ?;"[""10"", ""12"", ""13"", ""11""]";11;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;48, 43, 38, 33, 28, ?;Quel terme manque ?;"[""22"", ""23"", ""26"", ""24""]";23;La règle est une soustraction constante de 5. Le terme manquant est donc 23, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 28 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;6, 9, ?, 21, 30, 41;Quel terme manque ?;"[""13"", ""15"", ""17"", ""14""]";14;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 14, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, 3, 6, 9, 15, ?;Quel terme manque ?;"[""25"", ""26"", ""23"", ""24""]";24;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 24, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;53, ?, 47, 44, 41, 38;Quel terme manque ?;"[""51"", ""50"", ""49"", ""52""]";50;La règle est une soustraction constante de 3. Le terme manquant est donc 50, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 53 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;4, 6, 12, 14, ?, 30;Quel terme manque ?;"[""29"", ""28"", ""27"", ""33""]";28;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 28, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 14 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;2, 7, 9, 16, 25, ?;Quel terme manque ?;"[""46"", ""42"", ""41"", ""40""]";41;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 41, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 25 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
